"id","ts","dur","surface_frame_token","display_frame_token","layer_name","present_type","jank_type","on_time_finish","display_start_ns","display_duration_ns","display_end_ns","display_present_type"
16156,54818545563343,34885709,12764563,12764588,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Buffer Stuffing",1,54818609308218,13298459,54818622606677,"On-time Present"
16368,54818561119302,48625292,12764572,12764596,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54818624768385,17614250,54818642382635,"Late Present"
16605,54818596481010,33505000,12764580,12764612,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54818657937302,11934167,54818669871469,"Early Present"
16816,54818616257302,37056250,12764589,12764613,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54818675340802,12390875,54818687731677,"Early Present"
17021,54818632440969,43219500,12764597,12764621,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Buffer Stuffing",1,54818693203635,13713667,54818706917302,"On-time Present"
17269,54818666988843,27644667,12764605,12764629,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54818707857468,18513625,54818726371093,"Late Present"
17502,54818684511386,27667167,12764614,12764645,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54818741520678,12741166,54818754261844,"Early Present"
17728,54818698664010,33629417,12764622,12764646,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54818758609677,17560042,54818776169719,"Late Present"
17934,54818713605343,50068375,12764630,12764662,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54818792153052,12085416,54818804238468,"Early Present"
18214,54818751344094,37501417,12764638,12764663,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54818809921386,22277208,54818832198594,"Late Present"
18449,54818774181135,46318708,12764647,12764672,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54818841114677,18387125,54818859501802,"Late Present"
19311,54818893677843,45856125,12764702,12764724,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","App Deadline Missed",0,54818941451760,14102750,54818955554510,"On-time Present"
19498,54818935204718,9108334,12764717,12764739,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54818957684302,12597750,54818970282052,"Early Present"
19994,54818975088010,19157625,12764755,12764777,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","App Deadline Missed",0,54819008444927,12868833,54819021313760,"On-time Present"
24207,54819814823344,16548667,12765167,12765182,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","App Deadline Missed",0,54819841409261,16375208,54819857784469,"On-time Present"
25291,54820112155928,157220458,12765295,12765332,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed",0,54820274433261,24365250,54820298798511,"Late Present"
26081,54820273006094,33729667,12765302,12765362,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed, Buffer Stuffing",0,54820308278053,28078791,54820336356844,"Late Present"
26940,54820343157677,23501875,12765393,12765415,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","SurfaceFlinger CPU Deadline Missed, App Deadline Missed",0,54820377616344,47252583,54820424868927,"Late Present"
27110,54820357855553,65027833,12765408,12765431,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed, Buffer Stuffing",0,54820425013386,24080625,54820449094011,"Late Present"
27450,54820378346802,79208792,12765416,12765440,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","App Deadline Missed, Buffer Stuffing",0,54820457898719,13591708,54820471490427,"On-time Present"
27673,54820416203553,64865250,12765424,12765464,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed, Buffer Stuffing",0,54820509426636,10824833,54820520251469,"Early Present"
28138,54820453132637,46482583,12765432,12765465,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Buffer Stuffing",1,54820524662845,16376792,54820541039637,"On-time Present"
28491,54820471945928,58508917,12765448,12765473,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54820541218470,12614334,54820553832804,"Early Present"
28999,54820518877844,35339709,12765456,12765481,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54820558218344,17096292,54820575314636,"Late Present"
29268,54820534621344,52779959,12765466,12765489,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed, Buffer Stuffing",0,54820592645053,19275833,54820611920886,"Late Present"
29521,54820555653095,44332584,12765474,12765498,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54820631040054,13969000,54820645009054,"Late Present"
29807,54820577837762,53204833,12765482,12765514,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54820658594929,21538750,54820680133679,"Late Present"
30108,54820609942511,55840333,12765490,12765516,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Buffer Stuffing",1,54820691783928,15111291,54820706895219,"On-time Present"
30352,54820634500969,60919209,12765499,12765524,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54820707695469,25125292,54820732820761,"Late Present"
30632,54820671532345,50397958,12765507,12765533,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Buffer Stuffing",1,54820741363845,16335291,54820757699136,"On-time Present"
30976,54820701140011,45963375,12765517,12765541,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54820757773844,10080584,54820767854428,"Early Present"
31270,54820728233886,40133625,12765525,12765549,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54820774454386,19786625,54820794241011,"Late Present"
31544,54820751933553,42746875,12765534,12765557,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed, Buffer Stuffing",0,54820809395303,17454083,54820826849386,"Late Present"
31805,54820772106844,55170542,12765542,12765565,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","App Deadline Missed, Buffer Stuffing",0,54820842925844,13787500,54820856713344,"On-time Present"
32068,54820797990261,75453375,12765550,12765573,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","App Deadline Missed, Buffer Stuffing",0,54820874458053,14997083,54820889455136,"On-time Present"
32372,54820833622303,85698625,12765558,12765581,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed, Buffer Stuffing",0,54820924734761,11596834,54820936331595,"Early Present"
32668,54820862518678,81772291,12765566,12765589,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed, Buffer Stuffing",0,54820957714969,56496250,54821014211219,"Late Present"
32944,54820912271844,52628417,12765574,12765605,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Buffer Stuffing, SurfaceFlinger Stuffing",1,54820991025761,34930375,54821025956136,"Late Present"
33472,54820952810512,83528208,12765582,12765627,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed, Buffer Stuffing",0,54821041186387,11101167,54821052287554,"Early Present"
34306,54821041467762,13702833,12765628,12765635,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error",1,54821058247554,17702833,54821075950387,"Late Present"
35945,54821574860595,12912833,12765854,12765861,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","On-time Present","None",1,54821591293012,16680333,54821607973345,"On-time Present"
36133,54821591542970,27389167,12765862,12765876,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","App Deadline Missed",0,54821624644512,13299958,54821637944470,"On-time Present"
36447,54821624800053,14447000,12765877,12765884,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error",1,54821641344678,18509167,54821659853845,"Late Present"
36755,54821641841220,18935291,12765885,12765899,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","SurfaceFlinger CPU Deadline Missed, App Deadline Missed",0,54821681667261,61913459,54821743580720,"Late Present"
36905,54821657890012,86247583,12765892,12765914,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","App Deadline Missed, Buffer Stuffing",0,54821758411595,16379750,54821774791345,"On-time Present"
37144,54821683792928,105953042,12765900,12765922,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed, Buffer Stuffing",0,54821791168136,21172500,54821812340636,"Late Present"
37328,54821751056346,46968000,12765907,12765931,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Buffer Stuffing",1,54821824883179,15276208,54821840159387,"On-time Present"
37617,54821782454095,38362250,12765915,12765939,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54821841147970,21411167,54821862559137,"Late Present"
37866,54821810729053,38138375,12765923,12765955,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54821875497178,16723333,54821892220511,"Late Present"
38085,54821838085761,32478250,12765932,12765964,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54821907969136,19495542,54821927464678,"Late Present"
38287,54821852204886,48435250,12765940,12765973,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54821941444345,17108916,54821958553261,"Late Present"
38527,54821878772428,53688042,12765948,12765982,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Buffer Stuffing",1,54821974594012,16936000,54821991530012,"On-time Present"
38763,54821911175887,55333001,12765957,12765991,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Buffer Stuffing",1,54822007837888,14544666,54822022382554,"On-time Present"
39007,54821947483845,55925250,12765966,12765992,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54822024982387,18770750,54822043753137,"Late Present"
39283,54821989784762,40391917,12765975,12766008,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54822057989304,12767791,54822070757095,"Early Present"
39553,54822019385304,31151709,12765984,12766009,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Buffer Stuffing",1,54822074610346,17081000,54822091691346,"On-time Present"
39802,54822035759970,42453375,12765993,12766025,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Buffer Stuffing",1,54822108117804,16182041,54822124299845,"On-time Present"
40543,54822158561262,25680708,12766047,12766061,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed",0,54822191272678,17910000,54822209182678,"Late Present"
40676,54822184594554,41564125,12766054,12766077,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed, Buffer Stuffing",0,54822241171804,13227666,54822254399470,"Early Present"
45021,54822908341095,10482000,12766455,12766462,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Early Present","Prediction Error",1,54822925073179,11599916,54822936673095,"Early Present"
45699,54823008119720,5053542,12766498,12766505,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Early Present","Prediction Error",1,54823024400012,9821917,54823034221929,"Early Present"
46314,54823141288346,40349917,12766555,12766570,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed",0,54823191034888,13332583,54823204367471,"Early Present"
46976,54823199915679,18613208,12766562,12766593,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","App Deadline Missed, Buffer Stuffing",0,54823224336304,15166833,54823239503137,"On-time Present"
47575,54823228144845,18524125,12766601,12766645,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","App Deadline Missed",0,54823274883720,15176709,54823290060429,"On-time Present"
48315,54823276253887,21386958,12766653,12766690,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","SurfaceFlinger CPU Deadline Missed, App Deadline Missed",0,54823331187387,53981959,54823385169346,"Late Present"
48644,54823296448429,74263875,12766668,12766705,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","App Deadline Missed, Buffer Stuffing, SurfaceFlinger Stuffing",0,54823371368512,13801042,54823385169554,"Late Present"
48847,54823310610804,89652833,12766683,12766706,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Display HAL, App Deadline Missed, Buffer Stuffing",0,54823407778137,30777709,54823438555846,"Late Present"
49381,54823397447346,60403375,12766698,12766738,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed, Buffer Stuffing",0,54823475160346,22343708,54823497504054,"Late Present"
49604,54823407898596,107242208,12766714,12766748,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed, Buffer Stuffing",0,54823542091346,22674042,54823564765388,"Late Present"
50010,54823456462221,93731708,12766722,12766750,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54823575136054,25822834,54823600958888,"Late Present"
50471,54823503530596,80724250,12766731,12766766,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","SurfaceFlinger CPU Deadline Missed, Buffer Stuffing",1,54823614118638,23682791,54823637801429,"Late Present"
50861,54823551514430,71591500,12766740,12766768,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54823641249138,17464792,54823658713930,"Late Present"
51168,54823586000096,73852958,12766751,12766776,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed, Buffer Stuffing",0,54823674465179,24364834,54823698830013,"Late Present"
51499,54823626722138,67560791,12766759,12766784,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed, Buffer Stuffing",0,54823710518513,25406500,54823735925013,"Late Present"
51778,54823661855388,77876584,12766769,12766792,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","SurfaceFlinger CPU Deadline Missed, App Deadline Missed, Buffer Stuffing",0,54823744974847,27403125,54823772377972,"Late Present"
52057,54823699078763,75777084,12766777,12766800,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed, Buffer Stuffing",0,54823791479097,19438500,54823810917597,"Late Present"
52350,54823743504679,74439084,12766785,12766808,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed, Buffer Stuffing",0,54823828256721,23822042,54823852078763,"Late Present"
52633,54823776469305,76855083,12766793,12766823,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed, Buffer Stuffing",0,54823858393305,19518667,54823877911972,"Late Present"
53495,54823941627679,48908417,12766859,12766880,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","SurfaceFlinger CPU Deadline Missed, App Deadline Missed",0,54824008939471,46578500,54824055517971,"Late Present"
53720,54823976350429,92753251,12766866,12766909,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","App Deadline Missed, Buffer Stuffing",0,54824074626305,14740833,54824089367138,"On-time Present"
54566,54824091628971,15704792,12766917,12766924,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error",1,54824109654138,17896291,54824127550429,"Late Present"
56332,54824708668221,10912500,12767178,12767185,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","On-time Present","None",1,54824726481347,12305125,54824738786472,"On-time Present"
56533,54824726589638,23954083,12767186,12767200,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed",0,54824758066388,10241333,54824768307721,"Early Present"
56939,54824774521721,11122625,12767208,12767215,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Early Present","Prediction Error",1,54824791167555,12996625,54824804164180,"Early Present"
57167,54824791477513,16898958,12767216,12767230,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","SurfaceFlinger CPU Deadline Missed, App Deadline Missed",0,54824825746888,37563792,54824863310680,"Late Present"
57406,54824808603764,55947417,12767223,12767245,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed, Buffer Stuffing",0,54824874632431,10777500,54824885409931,"Early Present"
57569,54824835376221,51242292,12767231,12767253,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Buffer Stuffing",1,54824891054013,15232875,54824906286888,"On-time Present"
57768,54824866936597,50338709,12767238,12767261,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed, Buffer Stuffing",0,54824924489264,11443167,54824935932431,"Early Present"
58034,54824887955471,38061500,12767246,12767269,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54824942312471,11347709,54824953660180,"Early Present"
58284,54824909094597,33570834,12767254,12767277,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54824958891722,12029167,54824970920889,"Early Present"
58555,54824929931638,29290583,12767262,12767285,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Buffer Stuffing",1,54824975372471,14523042,54824989895513,"On-time Present"
58759,54824949288264,29132542,12767270,12767293,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Buffer Stuffing",1,54824991429639,15953167,54825007382806,"On-time Present"
58964,54824966799805,29197875,12767278,12767301,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Buffer Stuffing",1,54825007743846,17008042,54825024751888,"On-time Present"
59168,54824985988680,27620500,12767286,12767317,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Buffer Stuffing",1,54825041227514,14478958,54825055706472,"On-time Present"
59372,54825004807138,26760584,12767294,12767318,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Buffer Stuffing",1,54825058449055,15560542,54825074009597,"On-time Present"
59576,54825021597180,40079708,12767302,12767326,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54825074416180,13134083,54825087550263,"Early Present"
59813,54825047362596,40488584,12767310,12767334,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54825092439471,11240459,54825103679930,"Early Present"
